0.00002,0.00,0.00
0.00022,0.00,0.00
0.00042,0.00,0.00
0.00062,0.00,0.00
0.00082,0.00,0.00
0.00102,0.00,0.00
0.00122,0.00,0.00
0.00142,0.00,0.00
0.00162,0.00,0.00
0.00182,0.00,0.00
0.00202,0.00,0.00
0.00222,0.05,0.03
0.00242,0.09,0.12
0.00262,0.14,0.13
0.00282,0.18,0.16
0.00302,0.22,0.24
0.00322,0.25,0.24
0.00342,0.29,0.28
0.00362,0.32,0.34
0.00382,0.35,0.34
0.00402,0.38,0.38
0.00422,0.41,0.43
0.00442,0.44,0.42
0.00462,0.47,0.47
0.00482,0.49,0.51
0.00502,0.52,0.50
0.00522,0.54,0.54
0.00542,0.56,0.57
0.00562,0.58,0.56
0.00582,0.60,0.61
0.00602,0.62,0.63
0.00622,0.64,0.62
0.00642,0.65,0.67
0.00662,0.67,0.68
0.00682,0.69,0.67
0.00702,0.70,0.72
0.00722,0.71,0.72
0.00742,0.73,0.71
0.00762,0.74,0.76
0.00782,0.75,0.75
0.00802,0.76,0.75
0.00822,0.78,0.79
0.00842,0.79,0.78
0.00862,0.80,0.79
0.00882,0.81,0.83
0.00902,0.81,0.81
0.00922,0.82,0.82
0.00942,0.83,0.85
0.00962,0.84,0.83
0.00982,0.85,0.85
0.01002,0.85,0.87
0.01022,0.86,0.85
0.01042,0.87,0.87
0.01062,0.87,0.89
0.01082,0.88,0.86
0.01102,0.89,0.89
0.01122,0.89,0.90
0.01142,0.90,0.88
0.01162,0.90,0.91
0.01182,0.90,0.91
0.01202,0.91,0.89
0.01222,0.91,0.93
0.01242,0.92,0.92
0.01262,0.92,0.91
0.01282,0.93,0.94
0.01302,0.93,0.93
0.01322,0.93,0.92
0.01342,0.94,0.95
0.01362,0.94,0.94
0.01382,0.94,0.93
0.01402,0.94,0.96
0.01422,0.95,0.94
0.01442,0.95,0.94
0.01462,0.95,0.97
0.01482,0.95,0.95
0.01502,0.96,0.95
0.01522,0.96,0.97
0.01542,0.96,0.95
0.01562,0.96,0.96
0.01582,0.96,0.98
0.01602,0.96,0.95
0.01622,0.97,0.97
0.01642,0.97,0.98
0.01662,0.97,0.96
0.01682,0.97,0.98
0.01702,0.97,0.98
0.01722,0.97,0.96
0.01742,0.97,0.98
0.01762,0.98,0.98
0.01782,0.98,0.96
0.01802,0.98,0.99
0.01822,0.98,0.98
0.01842,0.98,0.97
0.01862,0.98,0.99
0.01882,0.98,0.98
0.01902,0.98,0.97
0.01922,0.98,1.00
0.01942,0.98,0.98
0.01962,0.98,0.98
0.01982,0.99,1.00
0.02002,0.99,0.98
0.02022,0.99,0.98
0.02042,0.99,1.00
0.02062,0.99,0.98
0.02082,0.99,0.99
0.02102,0.99,1.00
0.02122,0.99,0.98
0.02142,0.99,0.99
0.02162,0.99,1.00
0.02182,0.99,0.98
0.02202,0.99,0.99
0.02222,0.99,1.00
0.02242,0.99,0.98
0.02262,0.99,1.00
0.02282,0.99,1.00
0.02302,0.99,0.98
0.02322,0.99,1.00
0.02342,0.99,1.00
0.02362,0.99,0.98
0.02382,0.99,1.00
0.02402,0.99,1.00
0.02422,0.99,0.98
0.02442,0.99,1.01
0.02462,0.99,1.00
0.02482,0.99,0.99
0.02502,0.99,1.01
0.02522,0.99,0.99
0.02542,1.00,0.99
0.02562,1.00,1.01
0.02582,1.00,0.99
0.02602,1.00,0.99
0.02622,1.00,1.01
0.02642,1.00,0.99
0.02662,1.00,0.99
0.02682,1.00,1.01
0.02702,1.00,0.99
0.02722,1.00,1.00
0.02742,1.00,1.01
0.02762,1.00,0.99
0.02782,1.00,1.00
0.02802,1.00,1.01
0.02822,1.00,0.99
0.02842,1.00,1.00
0.02862,1.00,1.00
0.02882,1.00,0.99
0.02902,1.00,1.00

0.02922,1.00,1.00
0.02942,1.00,0.99
0.02962,1.00,1.01
0.02982,1.00,1.00
0.03002,1.00,0.99
0.03022,1.00,1.01
0.03042,1.00,1.00
0.03062,1.00,0.99
0.03082,1.00,1.01
0.03102,1.00,1.00
0.03122,1.00,0.99
0.03142,1.00,1.01
0.03162,1.00,0.99
0.03182,1.00,1.00
0.03202,1.00,1.01
0.03222,1.00,0.99
0.03242,1.00,1.00
0.03262,1.00,1.01
0.03282,1.00,0.99
0.03302,1.00,1.00
0.03322,1.00,1.01
0.03342,1.00,0.99
0.03362,1.00,1.00
0.03382,1.00,1.01
0.03402,1.00,0.99
0.03422,1.00,1.00
0.03442,1.00,1.00
0.03462,1.00,0.99
0.03482,1.00,1.00
0.03502,1.00,1.00
0.03522,1.00,0.99
0.03542,1.00,1.01
0.03562,1.00,1.00
0.03582,1.00,0.99
0.03602,1.00,1.01
0.03622,1.00,1.00
0.03642,1.00,0.99
0.03662,1.00,1.01
0.03682,1.00,1.00
0.03702,1.00,1.00
0.03722,1.00,1.01
0.03742,1.00,1.00
0.03762,1.00,1.00
0.03782,1.00,1.01
0.03802,1.00,0.99
0.03822,1.00,1.00
0.03842,1.00,1.01
0.03862,1.00,0.99
0.03882,1.00,1.00
0.03902,1.00,1.01
0.03922,1.00,0.99
0.03942,1.00,1.00
0.03962,1.00,1.00
0.03982,1.00,0.99
0.04002,1.00,1.00
0.04022,0.00,-0.44
0.04042,0.00,-0.47
0.04062,0.00,0.92
0.04082,0.00,-0.55
0.04102,0.00,-0.27
0.04122,0.00,0.81
0.04142,0.00,-0.62
0.04162,0.00,-0.08
0.04182,0.00,0.68
0.04202,0.00,-0.66
0.04222,0.00,0.07
0.04242,0.00,0.54
0.04262,0.00,-0.65
0.04282,0.00,0.20
0.04302,0.00,0.40
0.04322,0.00,-0.62
0.04342,0.00,0.29
0.04362,0.00,0.27
0.04382,0.00,-0.56
0.04402,0.00,0.36
0.04422,0.00,0.14
0.04442,0.00,-0.49
0.04462,0.00,0.40
0.04482,0.00,0.03
0.04502,0.00,-0.41
0.04522,0.00,0.41
0.04542,0.00,-0.06
0.04562,0.00,-0.32
0.04582,0.00,0.41
0.04602,0.00,-0.14
0.04622,0.00,-0.23
0.04642,0.00,0.38
0.04662,0.00,-0.19
0.04682,0.00,-0.15
0.04702,0.00,0.34
0.04722,0.00,-0.23
0.04742,0.00,-0.07
0.04762,0.00,0.30
0.04782,0.00,-0.25
0.04802,0.00,-0.01
0.04822,0.00,0.24
0.04842,0.00,-0.26
0.04862,0.00,0.05
0.04882,0.00,0.19
0.04902,0.00,-0.25
0.04922,0.00,0.10
0.04942,0.00,0.13
0.04962,0.00,-0.23
0.04982,0.00,0.13
0.05002,0.00,0.08
0.05022,0.00,-0.21
0.05042,0.00,0.15
0.05062,0.00,0.04
0.05082,0.00,-0.18
0.05102,0.00,0.16
0.05122,0.00,-0.00
0.05142,0.00,-0.15
0.05162,0.00,0.16
0.05182,0.00,-0.04
0.05202,0.00,-0.11
0.05222,0.00,0.16
0.05242,0.00,-0.06
0.05262,0.00,-0.08
0.05282,0.00,0.14
0.05302,0.00,-0.08
0.05322,0.00,-0.05
0.05342,0.00,0.13
0.05362,0.00,-0.10
0.05382,0.00,-0.02
0.05402,0.00,0.11
0.05422,0.00,-0.10
0.05442,0.00,0.01
0.05462,0.00,0.09
0.05482,0.00,-0.10
0.05502,0.00,0.03
0.05522,0.00,0.06
