0.05542,0.00,-0.10
0.05562,0.00,0.04
0.05582,0.00,0.04
0.05602,0.00,-0.09
0.05622,0.00,0.05
0.05642,0.00,0.02
0.05662,0.00,-0.08
0.05682,0.00,0.06
0.05702,0.00,0.01
0.05722,0.00,-0.06
0.05742,0.00,0.06
0.05762,0.00,-0.01
0.05782,0.00,-0.05
0.05802,0.00,0.06
0.05822,0.00,-0.02
0.05842,0.00,-0.04
0.05862,0.00,0.06
0.05882,0.00,-0.03
0.05902,0.00,-0.02
0.05922,0.00,0.05
0.05942,0.00,-0.04
0.05962,0.00,-0.01
0.05982,0.00,0.05
